,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,CSCO,ADBE,JPM,V,MA,PG,KO,PEP,JNJ,WMT,DIS,PFE,SAN.MC,BBVA.MC,TEF.MC,ITX.MC,REP.MC,IBE.MC,CABK.MC,SAB.MC,ACS.MC,FER.MC,NFLX,INTC,AMD,QCOM,TXN,HON,AMGN,SBUX,MDLZ,GILD
JPM,0.03445983301391482,0.029564372982215852,0.03396303267296309,0.041343118813769716,0.04523225260800633,0.06071275001305726,0.05169185182222973,0.04009296979730657,0.0268344783150016,0.0367307422400549,0.06411764179299108,0.03271019555145137,0.03516328237689745,0.014799774727444214,0.015839267519654282,0.013733969985181123,0.012283852051411462,0.011003105534171827,0.03903169889393806,0.01775320808221245,0.040791998062947366,0.03675985965353263,0.011063314417402324,0.020493499842421336,0.014668682875365666,0.01109791988868176,0.03130826318707944,0.043580614357487196,0.01891509385100459,0.016205890008704354,0.043932915696101596,0.03536689335114246,0.055177774091378196,0.04384565955856514,0.032832022094814214,0.030173357141972293,0.012791600649374457,0.036643109652081916,0.01762430175069713,0.020454515638496897
V,0.04482433732953189,0.04132459811211619,0.041866710025571116,0.04984156979428688,0.053615471860412725,0.0704235518244318,0.05777750119757865,0.042669628104363526,0.027366530533343505,0.053647303300134605,0.03271019555145137,0.05769063619385445,0.05529925633501511,0.01692912406872076,0.017756038028957147,0.016575117196353885,0.010674678406341103,0.011396880934200692,0.04129555009307473,0.018689478195357066,0.025313818225567334,0.026024923857277137,0.007094780058163113,0.018954723134513053,0.010256653784073954,0.012508141289175113,0.016088510365039246,0.028893894930243014,0.013113832786869893,0.016329106721235758,0.050489229422612705,0.03640936685814804,0.06723993838608053,0.05074212300619233,0.03527545407924229,0.026083653607499518,0.012550432105999954,0.037302927078016496,0.016724585485145,0.01802613493529321
MA,0.05034133390151324,0.048527014979555756,0.050183473128920575,0.05780747404143669,0.06485487575098421,0.08168347714709231,0.062116893859116735,0.05053868226290717,0.030876088295158373,0.05969947917781776,0.03516328237689745,0.05529925633501511,0.06509842182089969,0.01791352813825305,0.01901352746482296,0.018408286779407278,0.010933017922042938,0.01431251135795589,0.04680257364566212,0.01858217119720418,0.02810344490206587,0.029279829848756628,0.00766136874292973,0.022208301905791518,0.011462417736353796,0.014567556493371027,0.01693019174289188,0.02711543748649062,0.015611370839232364,0.018666050782752686,0.05797076359523632,0.04458581595780928,0.07823101740937205,0.058912266190296714,0.04134282380050995,0.030618049546478624,0.01212599127797918,0.04176071577231558,0.019637609220689054,0.018654505775518748
PG,0.02032009466659828,0.019736887639123273,0.016447107099830237,0.015571324173225943,0.018676306424079598,0.018453289456903416,0.011432558031870276,0.018482126618656246,0.0183268655535038,0.020513182586227828,0.014799774727444214,0.01692912406872076,0.01791352813825305,0.03433210587583242,0.021795692606904185,0.022439472761761142,0.014829340783489253,0.016110765680232536,0.013960100851125135,0.014383806216693037,0.00840575982640251,0.005582952416680791,0.003302557906622795,0.006453404809438911,-0.0006806472191249662,0.008304648505351734,0.0003334148484828898,0.003854938990828316,0.002180657043099661,0.006867718737224711,0.01441741541979781,0.02068748750971646,0.01895497250089529,0.0173118492320985,0.014808104109288633,0.015098930544238724,0.01272625389935764,0.020151297217369055,0.024532492741051674,0.01675604426538219
KO,0.020558010433176524,0.017642981611967437,0.015432446621417571,0.01917593201743392,0.013445647189733925,0.020166810463164514,0.016281537115094207,0.0174027713950841,0.018503313312413394,0.018440985672901773,0.015839267519654282,0.017756038028957147,0.01901352746482296,0.021795692606904185,0.027805074211696625,0.02338041833373146,0.013485681652278628,0.01507322326086571,0.01515921288822311,0.013447010550465198,0.008414905147522588,0.007555740815787246,0.0038961391069122207,0.00656893429375267,0.0012058513650560782,0.007145934019540799,0.00191809668105729,0.006146336459245531,0.0054399343245715515,0.0081726192719798,0.015189622658263818,0.01568254576453075,0.020541906375741496,0.017309025793954956,0.014120793620329874,0.016482203576767666,0.012544669163235931,0.01834212860824772,0.02296544514514988,0.015273379081983503
PEP,0.02101565976885393,0.019244076173188178,0.01705311944989323,0.020228383167633347,0.01814262894805179,0.02078161032238767,0.016937835444266216,0.018284346635042078,0.01833115814427378,0.020348529987883567,0.013733969985181123,0.016575117196353885,0.018408286779407278,0.022439472761761142,0.02338041833373146,0.029498530076308527,0.014363597567697797,0.01670842856939661,0.013286019853376407,0.01300147869800471,0.003914824879845028,0.0046618022642255464,0.001566068723714737,0.004066180522489739,-0.002144627367480715,0.00654479369123016,-0.0005204624499505359,0.0008804344203021241,0.003203410163984562,0.006779425019104419,0.014919613250642482,0.016170940573266117,0.019950848729052444,0.016898947278160895,0.01498129605473728,0.016809404943540267,0.013668627990396434,0.019702416082465583,0.025020272751570354,0.017049062220295123
JNJ,0.01302060853210431,0.010154327903372904,0.010554476315624525,0.010076329974858664,0.010453022329038546,0.006430069144354147,0.006389891707289764,0.008586364569632354,0.012134025369596927,0.008851028128036141,0.012283852051411462,0.010674678406341103,0.010933017922042938,0.014829340783489253,0.013485681652278628,0.014363597567697797,0.027843596629566255,0.010366681901111304,0.008445494393794764,0.018666388378554076,0.004975061902960023,0.003583808014282439,0.004565373637720458,0.003781344512632849,0.001397659189554861,0.007486546997065435,0.0015516729840794104,0.001585855692500348,0.0033591170659282685,0.004156215365352744,0.008735775042316775,0.010485326105796978,0.00749287982918928,0.006494395490646504,0.008316302056301789,0.011923419772212094,0.016250330141040648,0.012320867946706247,0.013822670350869174,0.015717048986642158
WMT,0.01832139252249114,0.017001609521108765,0.018140077639220098,0.02501591757930382,0.017850584935215075,0.01983143764094074,0.021426019342559544,0.015957983377783917,0.020644723103940447,0.018944720583178882,0.011003105534171827,0.011396880934200692,0.01431251135795589,0.016110765680232536,0.01507322326086571,0.01670842856939661,0.010366681901111304,0.04774166343756206,0.01659717345593131,0.009981773485342571,0.001419026167263107,0.004653266803859477,0.0012416363412925712,0.005488502368413818,-0.0005303467912613458,0.0036962623643145938,-0.0020271752740414475,0.0013126841457727272,0.0014231593315516624,0.005091280361050112,0.02027336850324108,0.014032528582789505,0.01848141668180683,0.015251195067354095,0.013452623176348846,0.012993652450399663,0.010602372980144121,0.01603999827464696,0.017644727271833638,0.012108283465091026
DIS,0.05086326287568197,0.04939660576339531,0.054221635362681854,0.07562328164813326,0.077002712104224,0.09134883435975161,0.08379234299694617,0.051226119936073226,0.030860314452876837,0.06075936170174845,0.03903169889393806,0.04129555009307473,0.04680257364566212,0.013960100851125135,0.01515921288822311,0.013286019853376407,0.008445494393794764,0.01659717345593131,0.10242249054071793,0.016606936768425895,0.03289849179603458,0.028451466195255945,0.013165012089514802,0.02347479340769094,0.009205674836683699,0.010435898172777036,0.01717460242118289,0.02746809673316844,0.015771256809111883,0.01678797973607475,0.10075016312488823,0.05319406442638119,0.0814705784521998,0.06544136025393187,0.043685108389225194,0.03380437307154317,0.01093711370305629,0.048829746506076674,0.018655338846183873,0.01594109308394658
PFE,0.017459831924826787,0.02049333256289198,0.01813499119810847,0.019918125525992623,0.025522149386686167,0.021663015575339534,0.014521978474244268,0.018519262642247843,0.019503555430674786,0.021678275502882344,0.01775320808221245,0.018689478195357066,0.01858217119720418,0.014383806216693037,0.013447010550465198,0.01300147869800471,0.018666388378554076,0.009981773485342571,0.016606936768425895,0.061135554435368215,0.013424494025682172,0.009287030378380086,0.006556156291327479,0.008355510766943137,0.007630366976983929,0.008970277369089157,0.00607801416365373,0.008171809527267097,0.007641949461490745,0.009136593180559436,0.024823939778474417,0.02097114759547808,0.02099796072312145,0.01864897890676925,0.01720554943304512,0.01616805490747028,0.01632295648425068,0.016226177207563003,0.012849323622871627,0.019837820181424298
SAN.MC,0.023409626851677922,0.021430956206408534,0.02549430898468291,0.024339000221663482,0.03707947615580972,0.045372076982594815,0.034210130482564986,0.028481448817302232,0.016672565169985897,0.02223513513532372,0.040791998062947366,0.025313818225567334,0.02810344490206587,0.00840575982640251,0.008414905147522588,0.003914824879845028,0.004975061902960023,0.001419026167263107,0.03289849179603458,0.013424494025682172,0.10183207267977121,0.08111855417811006,0.02266821914300873,0.038817957692719236,0.02795368421750854,0.016772425066587906,0.07187640765044755,0.09968882034009462,0.034600926771795965,0.027132294523544317,0.024249836615774383,0.019755727276361566,0.03909894645564855,0.027777574249343365,0.022785291942220984,0.017587935529705757,0.004943920957507982,0.01987268996572435,0.011243423865716706,0.011987915149323524
BBVA.MC,0.023099648205965453,0.020382778145036765,0.025014682246741887,0.02833723242592508,0.04132683588792456,0.048715052867702946,0.03744954198056501,0.027037241680766592,0.016002580833099387,0.02909445576763281,0.03675985965353263,0.026024923857277137,0.029279829848756628,0.005582952416680791,0.007555740815787246,0.0046618022642255464,0.003583808014282439,0.004653266803859477,0.028451466195255945,0.009287030378380086,0.08111855417811006,0.09521698734780219,0.01740640729535417,0.03793956104156132,0.025515794670706984,0.015869497798945306,0.0669586840211112,0.0902237442552119,0.03348924701574457,0.027076470407663727,0.026695266584660295,0.013556065340049368,0.043681543189101835,0.028653958859430482,0.02328397065674799,0.020587460969027496,0.003821303899118946,0.020310204686985096,0.011162032505325272,0.00820080158704936
TEF.MC,0.005695591664711501,0.002211255122067248,0.006016959878449916,0.005554502196397627,0.006423596985872048,0.005354608904201171,0.00545224920981629,0.004366760548148241,0.005325373015661248,0.004693345977793265,0.011063314417402324,0.007094780058163113,0.00766136874292973,0.003302557906622795,0.0038961391069122207,0.001566068723714737,0.004565373637720458,0.0012416363412925712,0.013165012089514802,0.006556156291327479,0.02266821914300873,0.01740640729535417,0.04329570517822912,0.01294534008190208,0.014536172620332244,0.010700923846101133,0.014029112620381265,0.024163938105733557,0.011615302514987762,0.01097138110597221,0.0002152798260296669,0.009004135639150647,0.0053694270043891604,0.007376538389319693,0.004795568847225758,0.003967813130042329,0.005521091977146744,0.006249805692144714,0.004860243809739754,0.0035226310536810084
ITX.MC,0.01631627315429659,0.01310719416336403,0.01585597723254557,0.01692782500514556,0.03082520306171347,0.029739555973574118,0.03505170356482225,0.022985828018018035,0.013669398945589167,0.020856081359981286,0.020493499842421336,0.018954723134513053,0.022208301905791518,0.006453404809438911,0.00656893429375267,0.004066180522489739,0.003781344512632849,0.005488502368413818,0.02347479340769094,0.008355510766943137,0.038817957692719236,0.03793956104156132,0.01294534008190208,0.06502385367365257,0.014169460108124862,0.016537108998400822,0.02185323510978264,0.030784763292384512,0.023626129567687656,0.02537425151367085,0.022063830266556197,0.01483724361077809,0.029162052148440913,0.02441609222722284,0.017462068654869833,0.01229627115356391,0.004007631260115138,0.016023269768666214,0.00715329523688903,0.007903017994399266
REP.MC,0.005519337285581491,0.0015632482576652745,0.0011021594088221512,-0.0022227010644620096,-0.009068122789269755,0.006265058628099962,0.00829680832366215,0.006562275113829313,0.007669884732745265,0.001954231275437882,0.014668682875365666,0.010256653784073954,0.011462417736353796,-0.0006806472191249662,0.0012058513650560782,-0.002144627367480715,0.001397659189554861,-0.0005303467912613458,0.009205674836683699,0.007630366976983929,0.02795368421750854,0.025515794670706984,0.014536172620332244,0.014169460108124862,0.0869364309359272,0.0077047549050614,0.024549010171947706,0.030730099436691694,0.015077715860417543,0.01078327422197905,0.0003252128518522665,0.005844336637833856,0.0054666963302095134,0.01326732563281418,0.0067176551455127645,0.00881662227381766,-0.0010503684485938015,0.0024794079234118547,-0.00018723151735334752,0.00012509655778030282
IBE.MC,0.008747336916682011,0.01034450444389527,0.00733557634189334,0.009523131494514576,0.01828086260573519,0.011220729230326265,0.008639884526734637,0.009239586886155298,0.007510867134863432,0.012932651429159623,0.01109791988868176,0.012508141289175113,0.014567556493371027,0.008304648505351734,0.007145934019540799,0.00654479369123016,0.007486546997065435,0.0036962623643145938,0.010435898172777036,0.008970277369089157,0.016772425066587906,0.015869497798945306,0.010700923846101133,0.016537108998400822,0.0077047549050614,0.04050518328684142,0.009762033519221974,0.010215204465367288,0.014590818056720717,0.01700879456798148,0.010245236243874977,0.009275942276240439,0.015406606019144037,0.012022847953219864,0.007831314554704035,0.009621249399291305,0.00550608207190475,0.008302142372463855,0.009076174710644805,0.0068976432094868005
CABK.MC,0.006090437111111542,0.009373174532331333,0.008719013084081028,0.016363100662271382,0.012187833623851006,0.02194578195615036,0.014590727357215312,0.010473545934470991,0.007201589998988664,0.01065285851173345,0.03130826318707944,0.016088510365039246,0.01693019174289188,0.0003334148484828898,0.00191809668105729,-0.0005204624499505359,0.0015516729840794104,-0.0020271752740414475,0.01717460242118289,0.00607801416365373,0.07187640765044755,0.0669586840211112,0.014029112620381265,0.02185323510978264,0.024549010171947706,0.009762033519221974,0.10667366493558271,0.11377265573372083,0.026168505814112453,0.014516575376259977,0.006649642857725178,-0.002728332100507644,0.01819962001539397,0.010480602174366626,0.0068697290585407605,0.010448004531827143,0.00152427131524832,0.008128105685887163,0.003372851530107721,0.0016682630136481875
SAB.MC,0.017306976466128537,0.016009730724568686,0.015925083379369327,0.026235530743121682,0.02285905643193769,0.0410022632767822,0.03562391188099426,0.020965871336990936,0.01162390323674829,0.021785067976399067,0.043580614357487196,0.028893894930243014,0.02711543748649062,0.003854938990828316,0.006146336459245531,0.0008804344203021241,0.001585855692500348,0.0013126841457727272,0.02746809673316844,0.008171809527267097,0.09968882034009462,0.0902237442552119,0.024163938105733557,0.030784763292384512,0.030730099436691694,0.010215204465367288,0.11377265573372083,0.17669953889627682,0.033238580420734375,0.021357827542440824,0.012841325523888095,0.009218451257428931,0.03387666393085458,0.02693981936363177,0.01447710300702678,0.015583603814623455,0.0032496686369488303,0.016239040505688255,0.006510284081035572,0.007723393106434942
ACS.MC,0.011682044440576448,0.008234948486848116,0.011094002234366265,0.014624055868296418,0.014966950272491095,0.02358409429548266,0.02018392433280352,0.015451652508733382,0.009721345642135677,0.00920385689033899,0.01891509385100459,0.013113832786869893,0.015611370839232364,0.002180657043099661,0.0054399343245715515,0.003203410163984562,0.0033591170659282685,0.0014231593315516624,0.015771256809111883,0.007641949461490745,0.034600926771795965,0.03348924701574457,0.011615302514987762,0.023626129567687656,0.015077715860417543,0.014590818056720717,0.026168505814112453,0.033238580420734375,0.04067825909536179,0.024393635051566904,0.010437222813462363,0.012745814563337699,0.02071622954456284,0.017448610723130607,0.012392788247482547,0.01023316588664368,0.003452434425562808,0.005042046590358564,0.006305361233901061,0.006073551566710198
FER.MC,0.014693691284397443,0.0123903842833527,0.014294175500586507,0.016742101276633437,0.02107541485693571,0.030862976895521567,0.025081302020627676,0.017241812210236587,0.013144328889292825,0.01599332932381285,0.016205890008704354,0.016329106721235758,0.018666050782752686,0.006867718737224711,0.0081726192719798,0.006779425019104419,0.004156215365352744,0.005091280361050112,0.01678797973607475,0.009136593180559436,0.027132294523544317,0.027076470407663727,0.01097138110597221,0.02537425151367085,0.01078327422197905,0.01700879456798148,0.014516575376259977,0.021357827542440824,0.024393635051566904,0.0426013969017163,0.016673001844200935,0.016595074955833906,0.02473871498953,0.01894173580941114,0.011761299839702666,0.011263067587340756,0.005084524960963586,0.013796331670269713,0.007633033009477236,0.007112432244846508
NFLX,0.07675979448338244,0.0768266646612438,0.08607564009214223,0.12446120469945783,0.15442120119128533,0.15043532160788972,0.14531628983116304,0.07994084067310933,0.03920299164551345,0.10051345724166819,0.043932915696101596,0.050489229422612705,0.05797076359523632,0.01441741541979781,0.015189622658263818,0.014919613250642482,0.008735775042316775,0.02027336850324108,0.10075016312488823,0.024823939778474417,0.024249836615774383,0.026695266584660295,0.0002152798260296669,0.022063830266556197,0.0003252128518522665,0.010245236243874977,0.006649642857725178,0.012841325523888095,0.010437222813462363,0.016673001844200935,0.3398822855543194,0.07927231569061927,0.13955829048766105,0.0965643540111206,0.06250103219022418,0.04152367136317949,0.014312027477599017,0.06749619715272541,0.02256044549978382,0.02106567200462906
INTC,0.06057582859401022,0.060255010173849356,0.06626604371371729,0.07316686146662761,0.09573201313962858,0.10944116024261047,0.08652878863018636,0.07604975361565901,0.03958441673957444,0.0714986149365559,0.03536689335114246,0.03640936685814804,0.04458581595780928,0.02068748750971646,0.01568254576453075,0.016170940573266117,0.010485326105796978,0.014032528582789505,0.05319406442638119,0.02097114759547808,0.019755727276361566,0.013556065340049368,0.009004135639150647,0.01483724361077809,0.005844336637833856,0.009275942276240439,-0.002728332100507644,0.009218451257428931,0.012745814563337699,0.016595074955833906,0.07927231569061927,0.14375468658312485,0.12360530183602028,0.09352629042932403,0.06719423172663049,0.03640178063914179,0.018602928510192886,0.04279143614175401,0.02222835270157186,0.024937583019592972
AMD,0.0969273518727805,0.10705266944953971,0.11714015022118437,0.1378374391442977,0.15150918666598745,0.24013321155771145,0.1723941114756287,0.12490705788548945,0.05932087749053088,0.1325525053359844,0.055177774091378196,0.06723993838608053,0.07823101740937205,0.01895497250089529,0.020541906375741496,0.019950848729052444,0.00749287982918928,0.01848141668180683,0.0814705784521998,0.02099796072312145,0.03909894645564855,0.043681543189101835,0.0053694270043891604,0.029162052148440913,0.0054666963302095134,0.015406606019144037,0.01819962001539397,0.03387666393085458,0.02071622954456284,0.02473871498953,0.13955829048766105,0.12360530183602028,0.2892273091050595,0.1423448199083689,0.10088648036301849,0.0530590942618437,0.015100396189726036,0.077362547819116,0.028450580129472786,0.01863993881159427
QCOM,0.07664386489929226,0.06945128900970328,0.07897834646473849,0.09215894104823912,0.10879328073679624,0.1477775064047764,0.1152143956655203,0.09389375461938942,0.04692780370769436,0.09331162319037238,0.04384565955856514,0.05074212300619233,0.058912266190296714,0.0173118492320985,0.017309025793954956,0.016898947278160895,0.006494395490646504,0.015251195067354095,0.06544136025393187,0.01864897890676925,0.027777574249343365,0.028653958859430482,0.007376538389319693,0.02441609222722284,0.01326732563281418,0.012022847953219864,0.010480602174366626,0.02693981936363177,0.017448610723130607,0.01894173580941114,0.0965643540111206,0.09352629042932403,0.1423448199083689,0.15506154696983618,0.08284704796831378,0.04103065196451646,0.014512607192272983,0.05925278993918209,0.022047502210521545,0.022300385652191345
TXN,0.05298382593969086,0.05151282684209179,0.05694457900998921,0.06276597694521635,0.07774725625266904,0.10248860155120494,0.07891846585694177,0.06998371873251104,0.03812391611251778,0.06584869054826147,0.032832022094814214,0.03527545407924229,0.04134282380050995,0.014808104109288633,0.014120793620329874,0.01498129605473728,0.008316302056301789,0.013452623176348846,0.043685108389225194,0.01720554943304512,0.022785291942220984,0.02328397065674799,0.004795568847225758,0.017462068654869833,0.0067176551455127645,0.007831314554704035,0.0068697290585407605,0.01447710300702678,0.012392788247482547,0.011761299839702666,0.06250103219022418,0.06719423172663049,0.10088648036301849,0.08284704796831378,0.07766682470905018,0.03551389899935133,0.015618154660304185,0.04449772818210216,0.01815745163135742,0.0218828627652075
HON,0.03218814637706817,0.03191704770709562,0.033995233858007234,0.03810910731707295,0.04949609515280371,0.05396803215551217,0.041659710627796574,0.039552732779552346,0.027438274100885292,0.04095254494311138,0.030173357141972293,0.026083653607499518,0.030618049546478624,0.015098930544238724,0.016482203576767666,0.016809404943540267,0.011923419772212094,0.012993652450399663,0.03380437307154317,0.01616805490747028,0.017587935529705757,0.020587460969027496,0.003967813130042329,0.01229627115356391,0.00881662227381766,0.009621249399291305,0.010448004531827143,0.015583603814623455,0.01023316588664368,0.011263067587340756,0.04152367136317949,0.03640178063914179,0.0530590942618437,0.04103065196451646,0.03551389899935133,0.0466889800978542,0.015472145347753952,0.030905227119116915,0.01920019269788153,0.018782211121807828
AMGN,0.013907974682320546,0.012965469397223034,0.015545475566645706,0.014950197490491795,0.014634370112373249,0.012129867827546964,0.012261976327028974,0.01564144012309146,0.014303444727564271,0.018046388360777415,0.012791600649374457,0.012550432105999954,0.01212599127797918,0.01272625389935764,0.012544669163235931,0.013668627990396434,0.016250330141040648,0.010602372980144121,0.01093711370305629,0.01632295648425068,0.004943920957507982,0.003821303899118946,0.005521091977146744,0.004007631260115138,-0.0010503684485938015,0.00550608207190475,0.00152427131524832,0.0032496686369488303,0.003452434425562808,0.005084524960963586,0.014312027477599017,0.018602928510192886,0.015100396189726036,0.014512607192272983,0.015618154660304185,0.015472145347753952,0.04328079831486382,0.01481752894838584,0.013391578830847125,0.024462270905528403
